OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
31	TARA_B100000213	TARA_052	SRF	[0.22-3µm]	-16.957	53.9801	TARA_052_SRF_0.22-1.6	TARA_052	ERS489530		SAMEA2620543	SEQ-(10L-or-15min)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Trades Biome	[IO] Indian Ocean (MRGID:1904)	[ISSG] Indian South Subtropical Gyre Province (MRGID:21472)	TARA_B100000213	2010-05-17T04:10	-4688	27.956483	34.54545	22.067625	409.6259	0.0332	5	30.189334	191.628083	0.532471	0.001048266	0.01050256	0.005936726	0.006946565	0.79622	172.66325	39.5986328125	0.00013489085540641	0	0.0022	33.461945	0.0061	0	7.612326	0	0.119	0	2.666	53	82	79	470	958		0.306166	0.555372	3095.716572	6.256172187	14573.1	0.738694041	0.0053	0.0017	0.0022	0	0.02	0	0.0871	0	-16.957	53.9801	0	autumn	middle	0.274476	0.074677	2.138889
32	TARA_B100000353	TARA_053	SRF	[0.22-3µm]	-13.0833	46.971	TARA_053_SRF_0.22-1.6	TARA_053	ERS489617		SAMEA2620596	SEQ-(10L-or-15min)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[EAFR] Eastern Africa Coastal Province (MRGID:21473)	TARA_B100000353	2010-05-25T05:27	-3361	28.9154	34.9076	22.0233	70.1181	0.0222	5	25.144194	193.59375	0.532471	0.001073861	0.012244971	0.002289169	0.014058097			46.336753845215	0.00019303601584397											50	80	80	59	964	110	0.166787	0.69464													-13.0833	46.971	0	autumn	late	0.54225	0.14768	0
33	TARA_B100000355	TARA_054	SRF	[0.22-3µm]	-12.807	45.2247	TARA_054_SRF_0.22-1.6	TARA_054	ERS489677		SAMEA2620626	SEQ-(10L-or-15min)_W0.22-1.6	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	1.6	Coastal Biome	[IO] Indian Ocean (MRGID:1904)	[EAFR] Eastern Africa Coastal Province (MRGID:21473)	TARA_B100000355	2010-05-26T10:15	-51	29.305763	34.96295	21.934312	0.91375	0.0294	5		189.6795		0.001068275	0.011802378	0.003029095	0.016038789			113.0000076294	0.0011480000102893	0.0016	0.0178		0.0061	0.0028		0.011375	0	0		23	23	10	12	23		0.194603	0.731285					0.0073	0.0036	0.0178	0.0021	0.0255	0.0018	0.091	0	-12.807	45.2247	0	autumn	late	0.903902	0.080656	5.666667
34	TARA_B100000493	TARA_067	SRF	[0.22-3µm]	-32.2401	17.7103	TARA_067_SRF_0.22-3	TARA_067	ERS490187		SAMEA2620974	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BENG] Benguela Current Coastal Province (MRGID:21470)	TARA_B100000493	2010-09-07T06:19	-160	13.04322	34.870735	26.28407	81.2122	1.20489	5	0.068852	252.63145	1.264607	0.000415882	0.043375768	0.060270548	0.098994337	2.7018	5070.88	673.50326538086		0.0483	2.1997	17.005393	0.07385	0.2919	8.025701					25	14	35	14	89	32	0.782904	0.863959					0.1759	0.2836	2.1997	0.1434	0.31475	0.12545	0.0749	0.0099	-32.2401	17.7103	0	winter	late	0.04459	0	1.111111
35	TARA_B100000480	TARA_068	DCM	[0.22-3µm]	-31.027	4.6802	TARA_068_DCM_0.22-3	TARA_068	ERS490300		SAMEA2621041	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000480	2010-09-14T13:30	-4935	16.74878	35.68407	26.101325	1113.2454	0.27246	50	0.383273	231.9774	0.904785	0.00036828	0.015807986	0.06059745	0.129485512	5.91167	446.399	69.400001525879	0.00039400000241585	0.0038	0.0183		0.0692	0		0.285	0.227	1.08	2.436	156	42	353	237	1320		0.530677	0.674945					0.0484	0.005	0.0183	0.0048	0.1647	0	0.0815	0	-31.027	4.6802	0	winter	late	0.069036	0.120437	6.388889
36	TARA_B100000473	TARA_068	SRF	[0.22-3µm]	-31.0266	4.665	TARA_068_SRF_0.22-3	TARA_068	ERS490269		SAMEA2621017	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000473	2010-09-14T06:55	-4935	16.8632	35.686585	26.07437	1113.2454	0.19332	5	24.301431	234.4763	1.103865	0.00036828	0.015807986	0.06059745	0.129485512	5.91167	446.399	69.400001525879	0.00039400000241585	0.00255	0.01515	12.727681	0.0462	0	8.087022	0.201	0.1455	0.939	1.9865	156	42	353	237	1320		0.530677	0.674945					0.0338	0.00465	0.01515	0.0034	0.11185	0	0.0795	0	-31.0266	4.665	0	winter	late	0.069036	0.120437	6.388889
37	TARA_B100000444	TARA_070	MES	[0.22-3µm]	-20.4075	-3.1641	TARA_070_MES_0.22-3	TARA_070	ERS490377		SAMEA2621096	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000444	2010-09-21T11:57	-4678	4.188237	34.446963	27.333325	558.1525	-0.00495	800	0	161.92525	36.675625	0.000787816	0.015283077	0.031308781	0.029039364		475.34	59.298025131226	0.00023339159088209							0.01	2.522	36.73	44.86	146	42	156	15	219		0.497782	0.556013													-20.4075	-3.1641	0	winter	late	0.009208	0.047133	0
38	TARA_B100000457	TARA_070	SRF	[0.22-3µm]	-20.4091	-3.1759	TARA_070_SRF_0.22-3	TARA_070	ERS490331		SAMEA2621070	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000457	2010-09-21T06:55	-4912	19.77001	36.35839	25.859525	1161.2626	0.0456	5	22.209965	215.2007	1.763081	0.000787816	0.015283077	0.031308781	0.029039364	1.43848	475.34	59.298025131226	0.00023339159088209	0.0033	0.0103	12.878576	0.04	0	8.057761	0.0465	0.309	0.8015	1.1485	149	13	159	13	235	161	0.497782	0.556013					0.024	0.0067	0.0103	0	0.06675	0	0.038	0.00425	-20.4091	-3.1759	0	winter	late	0.009208	0.047133	0
39	TARA_B100000436	TARA_071	SRF	[0.22-3µm]	-9.3	-9.5587	TARA_071_SRF_0.22-3	TARA_071	ERS490396		SAMEA2621115	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[ETRA] Eastern Tropical Atlantic Province (MRGID:21458)	TARA_B100000436	2010-09-28T08:14	-3684	23.8044	36.37005	24.737612	498.0068	0.0516	5		201.167125	0	0.001243577	0.012844777	0.029690714	0.012456896					0.00055	0.0058	11.273453	0.0155	0	8.06424	0.009	0.127	0.035	1.473	73	79	83	23	405	92	0.768668	0.697044					0.0107	0.00325	0.0058	0	0.0465	0	0.06755	0	-9.3	-9.5587	0	spring	early	0.00506	0.024995	0
40	TARA_B100000422	TARA_072	DCM	[0.22-3µm]	-8.7296	-17.9604	TARA_072_DCM_0.22-3	TARA_072	ERS490479		SAMEA2621158	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000422	2010-10-05T15:35	-4008	23.630095	36.588225	24.96531	395.5741	0.16449	100	0.032923	190.5966	1.049606	0.001262169	0.011292624	0.018234891	0.036490005		334.144	29.353350639343		0.0083	0.0086		0.0616	0		0.011	0.143	0.044	1.284	88	99	98	16	290	143	0.321126	0.715698					0.0325	0.0073	0.0086	0.0023	0.084	0	0.0827	0	-8.7296	-17.9604	0	spring	early	0.006396	0.087015	0
41	TARA_B100000420	TARA_072	SRF	[0.22-3µm]	-8.7789	-17.9099	TARA_072_SRF_0.22-3	TARA_072	ERS490437		SAMEA2621136	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000420	2010-10-05T08:00	-4046	25.064425	36.41678	24.393095	396.0494	0.00864	5	28.638751	199.135	0.416799	0.001262169	0.011292624	0.018234891	0.036490005		322.113	32.026927947998		0	0.0018	11.00154	0.0038	0	8.06029	0.003	0.104	0.018	0.868	91	98	108	28	300	144	0.321126	0.715698					0.0021	0.0009	0.0018	0	0.0088	0	0.0557	0	-8.7789	-17.9099	0	spring	early	0.006396	0.087015	0
42	TARA_B100000515	TARA_076	DCM	[0.22-3µm]	-21.0292	-35.3498	TARA_076_DCM_0.22-3	TARA_076	ERS490599		SAMEA2621218	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000515	2010-10-16T16:58	-4087	21.16596	36.61951	25.68731	30.3292	0.039	150	0.045726	200.32465	0.218613	0.000776878	0.011959192	0.013930039	0.013453111		201.5375	24.423596382141	7.0856453021406E-5	0.0006	0.00245		0.01715	0		0.047654	0.051522	0	0.712116	51	139	202	28	176	205	0.337256	0.578854					0.0114	0.0008	0.00245	0.00085	0.0225	0	0.0108	0	-21.0292	-35.3498	0	spring	early	0.084131	0.027592	0
43	TARA_B100000747	TARA_076	MES	[0.22-3µm]	-20.9315	-35.1794	TARA_076_MES_0.22-3	TARA_076	ERS490637		SAMEA2621236	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000747	2010-10-17T09:05	-3907	4.664275	34.369569	27.220344	36.257	-0.0063	800	0	191.413187	33.940795	0.000776878	0.011959192	0.013930039	0.013453111		192.574	24.611780166626	9.3079768703319E-5	0	0		0	0						52	126	143	65	581	900	0.337256	0.578854	6449.138881	6.890998596	21377.9	0.731395365	0	0	0	0	0	0	0	0	-20.9315	-35.1794	0	spring	early	0.084131	0.027592	0
44	TARA_B100000513	TARA_076	SRF	[0.22-3µm]	-20.9354	-35.1803	TARA_076_SRF_0.22-3	TARA_076	ERS490542	ERR599010|ERR599126|ERR1001626	SAMEA2621198	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000513	2010-10-16T09:55	-3847	23.374825	37.076575	25.40018	332.8446	-0.00072	5	31.396196	206.23185	0.185971	0.000776878	0.011959192	0.013930039	0.013453111		191.757	24.611780166626	9.3079768703319E-5	0	0.0019	10.872174	0.0016	0	8.084707	0.001404	0.055883	0	0.814172	50	136	152	77	582	849	0.337256	0.578854					0.0011	0.0006	0.0019	0	0.0042	0	0.0223	0	-20.9354	-35.1803	0	spring	early	0.084131	0.027592	0
45	TARA_B100000526	TARA_078	DCM	[0.22-3µm]	-30.1484	-43.2705	TARA_078_DCM_0.22-3	TARA_078	ERS490693		SAMEA2621274	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000526	2010-11-04T18:16	-3879	19.32335	36.27746	25.920365	564.404	0.08856	120	0.038677	216.6547	0.085111	0.000862562	0.017718557	0.012364627	0.001974124		352.555	38.968807220459	0.00020336069428595	0.002	0.0064		0.0343	0		0.053	0	0.104	0.319	71	111	4	42	160	166	0.084879	0.65728					0.0231	0.0015	0.0064	0.0028	0.0362	0.0008	0.0146	0	-30.1484	-43.2705	0	spring	middle	0.053558	0.14819	5.777778
46	TARA_B100000524	TARA_078	SRF	[0.22-3µm]	-30.1367	-43.2899	TARA_078_SRF_0.22-3	TARA_078	ERS490659	ERR1001627|ERR599006|ERR599022	SAMEA2621254	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SATL] South Atlantic Gyral Province (MRGID:21459)	TARA_B100000524	2010-11-04T10:24	-3887	20.07775	36.32553	25.754115	554.4294	0.00144	5	41.250614	221.13845	0.025333	0.000862562	0.017718557	0.012364627	0.001974124		352.555	39.003953933716	0.00020480366219999	0	0.0054	11.348365	0.0027	0	8.101368	0	0	0.026	0.749	89	117	197	887	600	580	0.084879	0.65728					0.00175	0.0008	0.0054	0	0.00485	0	0.02225	0	-30.1367	-43.2899	0	spring	middle	0.053558	0.14819	5.777778
47	TARA_B100000713	TARA_080	SRF	[0.22-3µm]	-40.6511	-52.182	TARA_080_SRF_0.22-3	TARA_080	ERS490743		SAMEA2621307	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[BRAZ] Brazil Current Coastal Province (MRGID:21468)	TARA_B100000713	2010-11-29T11:21	-5496	19.93457	35.622685	25.25528	64.5554	0.04392	5	32.686463	222.4663	0	0.00122622	0.096365529	0.010727511	0.083502028			68.355430603027	0.00029257594724186	0	0.0309	11.276962	0.0058	0	8.104727	0	0	0.048	1.039	38	77	45	552	249	108	0.834092	0.719312					0.0068	0.003	0.0309	0	0.0146	0	0.0322	0	-40.6511	-52.182	0	spring	late	-3.547166	0.133847	15.416667
48	TARA_B100000834	TARA_081	DCM	[0.22-3µm]	-44.5913	-52.1804	TARA_081_DCM_0.22-3	TARA_081	ERS490850		SAMEA2621378	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_B100000834	2010-12-02T18:52	-5964	13.506225	34.80505	26.14055	825.507	0.2253	35	0.392749	256.63475	2.810686	0.001055889	0.154090277	0.027497418	1.224482765			126.53818511963	0.00058441606233828							0.132	0.412	3.359	1.296	38	39	48	308	81	59	0.872353	0.748402													-44.5913	-52.1804	0	spring	late	-0.263673	0.095682	5
49	TARA_B100000832	TARA_081	SRF	[0.22-3µm]	-44.5342	-52.455	TARA_081_SRF_0.22-3	TARA_081	ERS490805		SAMEA2621350	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[SSTC] South Subtropical Convergence Province (MRGID:21500)	TARA_B100000832	2010-12-02T10:28	-5910	13.6805	34.793925	26.0944	565.4919	0.099	5	16.7857	255.26575	2.439627	0.001055889	0.154090277	0.027497418	1.224482765			129.10340499878	0.00055525661446154			12.516212			8.133012	0.115	0.429	3.081	1.173	32	31	42	254	880	161	0.872353	0.748402													-44.5342	-52.455	0	spring	late	-0.263673	0.095682	5
50	TARA_B100000767	TARA_082	DCM	[0.22-3µm]	-47.2007	-57.9446	TARA_082_DCM_0.22-3	TARA_082	ERS490928	ERR599122|ERR599027	SAMEA2621423	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_B100000767	2010-12-06T18:58	-3510	7.154875	34.05055	26.649733	455.529	0.57815	40		306.1555	18.047311	0.000290781	0.125833504	0.274188709	6.387227853		776.804	107.0161819458	0.0012901481823064							0.1185	1.356	18.525	2.661	18	42	62	24	129	66	0.476837	0.724874													-47.2007	-57.9446	0	spring	late	0.056052	0.202122	0
51	TARA_B100000768	TARA_082	SRF	[0.22-3µm]	-47.1863	-58.2902	TARA_082_SRF_0.22-3	TARA_082	ERS490885	ERR599009|ERR599035	SAMEA2621401	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_B100000768	2010-12-06T10:33	-2858	7.579417	34.05025	26.589567	835.6982	0.2258	5		303.147667	18.434187	0.000290781	0.125833504	0.274188709	6.387227853		750.169	130.0122756958	0.0014030995080247							0.146	1.302	18.005	1.945	55	44	64	74	952	59	0.476837	0.724874	3890.121166	6.358772575	12924	0.761434925									-47.1863	-58.2902	0	spring	late	0.056052	0.202122	0
52	TARA_B100000765	TARA_083	SRF	[0.22-3µm]	-54.3739	-65.1342	TARA_083_SRF_0.22-3	TARA_083	ERS490962		SAMEA2621455	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SAO] South Atlantic Ocean (MRGID:1914)	[FKLD] Southwest Atlantic Shelves Province (MRGID:21469)	TARA_B100000765	2010-12-16T11:58	-101	7.12605	33.254213	26.02655	468.833	0.1905	5	25.54155	294.22875	13.592516	3.2938E-5	0.25779969	0.812755768	11.70473353			114.690574646	0.00034741027047858			15.904469			8.104567	0.198	1.176	10.86	0.936	78	44	77	13	78	74	0.563985	0.695846													-54.3739	-65.1342	0	spring	late	0.072135	0	0
53	TARA_B100000780	TARA_084	SRF	[0.22-3µm]	-60.2287	-60.6476	TARA_084_SRF_0.22-3	TARA_084	ERS491001	ERR599059|ERR598945	SAMEA2621487	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_B100000780	2011-01-03T11:05	-3983	1.9034	33.7198	26.9578	15.0017	0.0219	5	28.65183	338.526	24.903191	8.826E-6	0.096893812	0.217055053	19.89227422		132.631	52.046224594116	0.0002879589155782							0.266	1.723	25.3	16.55	254	63	69	60	553	75	8.1E-5	0.485616	2876.10206	6.156097984	12175	0.765784249									-60.2287	-60.6476	0	spring	late	-0.48219	0.082884	1.972222
54	TARA_B100000794	TARA_085	DCM	[0.22-3µm]	-62.2231	-49.2139	TARA_085_DCM_0.22-3	TARA_085	ERS491094		SAMEA2621535	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_B100000794	2011-01-06T19:34	-3335	-0.792395	34.36258	27.6286	242.3684	0.22416	90	0.022572	326.6803	32.911358	0.000451463	0.007686064	0.042774215	26.6249059	0.98763	110.189	49.74488067627	7.0475100073963E-5							0.06	2.309	31	81.82	42	43	55	17	191	177	0	0.49805													-62.2231	-49.2139	0	summer	early	-0.012327	0.02576	19.777778
55	TARA_B100000787	TARA_085	SRF	[0.22-3µm]	-62.0385	-49.529	TARA_085_SRF_0.22-3	TARA_085	ERS491044	ERR599090|ERR599176	SAMEA2621509	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_B100000787	2011-01-06T10:38	-3319	0.73159	34.327465	27.52175	200.5774	0.12516	5	10.772055	344.81235	29.73383	0.000451463	0.007686064	0.042774215	26.6249059		110.88225	46.933490753174	0.00014905883290339	0	0.02675		0.00375	0.0155		0.1055	2.1055	28.64	80.55	499	89	70	60	596	28	0	0.49805	2354.620891	5.806473488	10111.2	0.775860222	0.0105	0.0016	0.02675	0	0.0732	0.00235	0.00225	0	-62.0385	-49.529	0	summer	early	-0.012327	0.02576	19.777778
56	TARA_B100000813	TARA_086	DCM	[0.22-3µm]	-64.3183	-53.1081	TARA_086_DCM_0.22-3	TARA_086	ERS491173		SAMEA2621595	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[APLR] Austral Polar Province (MRGID:21503)	TARA_B100000813	2011-01-09T19:25	-2213	-1.6387	34.118125	27.459625	131.3095	1.7547	35	0.430791	319.747	29.241873	0.000387726	0.006532487	0.012184109	28.1825784					0	0.049		0	0.01785		0.0575	2.4585	30.125	63.035	245	31	4	13	460	21	3.0E-6	0.44525					0.06065	0	0.049	0.0235	0.22355	0	0	0.0014	-64.3183	-53.1081	0	summer	early	-0.003908	0.038566	0
57	TARA_B100000811	TARA_086	SRF	[0.22-3µm]	-64.3595	-53.0063	TARA_086_SRF_0.22-3	TARA_086	ERS491130		SAMEA2621571	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[APLR] Austral Polar Province (MRGID:21503)	TARA_B100000811	2011-01-09T10:54	-2287	-0.494375	33.254413	26.718162	233.8466	0.0366	5	16.70332	398.312125	19.563781	0.000387726	0.006532487	0.012184109	28.1825784					0.00055	0.08405	16.57286	0	0.012	8.205448	0.0705	1.553	17.32	64.01	252	31	22	13	489	22	3.0E-6	0.44525					0.0052	0	0.08405	0.00175	0.0377	0	0.00635	0	-64.3595	-53.0063	0	summer	early	-0.003908	0.038566	0
58	TARA_B100000562	TARA_087	SRF	[0.22-3µm]	-63.8768	-56.0916	TARA_087_SRF_0.22-3	TARA_087	ERS491201		SAMEA2621623	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[APLR] Austral Polar Province (MRGID:21503)	TARA_B100000562	2011-01-17T17:12	-454	-0.27325	34.2014	27.474675	127.5545	10.5333	5	2.719574	392.56		2.3878E-5	0.148009852	0.115257872	19.1340882															18	22	7	13	119		0	0.339551													-63.8768	-56.0916	0	summer	early	0.005717	0.050114	1.5
59	TARA_B100000851	TARA_088	SRF	[0.22-3µm]	-63.4015	-56.7938	TARA_088_SRF_0.22-3	TARA_088	ERS491236		SAMEA2621653	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[APLR] Austral Polar Province (MRGID:21503)	TARA_B100000851	2011-01-22T08:38	-356	-0.763425	34.43205	27.683625	29.5753	1.7202	5	9.088384	335.243		7.16E-6	0.117902499	0.177671305	19.03880723							23.479237			8.075765	0.145	2.135	27.68	48.17	130	21	122	13	127		0	0.427049													-63.4015	-56.7938	0	summer	early		0	2.666667
60	TARA_B100000858	TARA_089	SRF	[0.22-3µm]	-57.7338	-67.1084	TARA_089_SRF_0.22-3	TARA_089	ERS491274		SAMEA2621681	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Polar Biome	[SO] Southern Ocean (MRGID:1907)	[ANTA] Antarctic Province (MRGID:21502)	TARA_B100000858	2011-01-27T08:27	-356	5.8264	34.0449	26.8197	29.5753	2.028	5	27.992267	289.726		9.97E-6	0.116747778	0.562460815	17.20368942			49.090591430664	0.00039704424852971			17.224289			8.1004	0.243	1.609	22.01	3.293	130	21	122	13	127		0.040347	0.567604													-57.7338	-67.1084	0	summer	early	0.641371	0.107152	0
61	TARA_B100000801	TARA_090	SRF	[0.22-3µm]	-39.6466	-76.9634	TARA_090_SRF_0.22-3	TARA_090	ERS491312		SAMEA2621710	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000801	2011-02-21T20:23	-3923	17.02685	33.866475	24.63845	167.439	1.3686	5	14.133579	234.16575		5.161E-6	0.019760871	0.264011913	11.35458151							12.341555			8.09341	0.01	0.409	0.034	0.205	27	43	51	112	31		0.445523	0.793823													-39.6466	-76.9634	0	summer	early	0.009228	0.02719	0
62	TARA_B100000865	TARA_091	SRF	[0.22-3µm]	-34.161	-73.0995	TARA_091_SRF_0.22-3	TARA_091	ERS491347		SAMEA2621736	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[SPO] South Pacific Ocean (MRGID:1910)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_B100000865	2011-02-25T12:42	-4799	17.6085	34.3805	24.8933	282.691	1.55535	5	10.143822	229.394		4.256E-6	0.048492067	0.188225842	11.49425602			169.59101104736	0.00072940377867781			12.899881			8.074324	0.069	0.724	0.559	0.432	23	14	33	14	123		0.546373	0.995093													-34.161	-73.0995	0	summer	middle	-0.081281	0.023933	11.111111
